AuthorTag,Author
ABJG,"#Name Min-Hee Jeong #Affiliation Department of Nuclear Medicine, Research Institute of Clinical Medicine, Cyclotron Research Center, Chonbuk National University Medical School and Hospital, Jeonju, Jeonbuk, Republic of Korea. #Name Kisu Kim #Name Eun-Mi Kim #Name Su-Jin Cheong #Name Chang-Moon Lee #Name Hwan-Jeong Jeong #Name Dong Wook Kim #Name Seok Tae Lim #Name Myung-Hee Sohn #Name Junho Chung #Reference 22421431"
ABJH,"#Name Hailing Zhao #Affiliation Division of Bacterial Diseases, State Key Laboratory of Veterinary Biotechnology, Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Harbin 15000, PR China. #Name Shenye Yu #Name Huifang Liu #Name Wei Si #Name Chunlai Wang #Name Siguo Liu #Reference 22424885"
ABJI,"#Name Di Xue #Affiliation Tsinghua University School of Medicine, Haidian District, Beijing 100084, China. #Name Min Zhao #Name Yu-jiong Wang #Name Li Wang #Name Yang Yang #Name Shao-wei Wang #Name Ran Zhang #Name Yang Zhao #Name Rui-tian Liu #Reference 22426388"
ABJJ,"#Name Paula S Santos #Affiliation Laboratório de Nanobiotecnologia, Instituto de Genética e Bioquímica, Universidade Federal de Uberlândia, Uberlândia, Brazil. #Name Rafael Nascimento #Name Luciano P Rodrigues #Name Fabiana A A Santos #Name Paula C B Faria #Name João R S Martins #Name Ana G Brito-Madurro #Name João M Madurro #Name Luiz R Goulart #Reference 22427942"
ABJK,"#Name Ge Zhao #Affiliation Shandong Provincial Key Laboratory of Ophthalmology, Shandong Eye Institute, Shandong Academy of Medical Sciences, Qingdao, China. #Name Siyuan Li #Name Wei Zhao #Name Kun He #Name Haijie Xi #Name Weihua Li #Name Qingjun Zhou #Name Yiqiang Wang #Reference 22428072"
ABJL,"#Name Xiaokang Ding #Affiliation Department of Chemical and Biomolecular Engineering, National University of Singapore, 4 Engineering Drive 4, Singapore 117576, Singapore. #Name Wei Zhang #Name Dan Cheng #Name Jianzhong He #Name Kun-Lin Yang #Reference 22459587"
ABJM,"#Name Vasileios Askoxylakis #Affiliation Department of Radiooncology and Radiation Therapy, University of Heidelberg, Heidelberg, Germany. vasileios.askoxylakis@med.uni-heidelberg.de #Name Regine Garcia-Boy #Name Shoaib Rana #Name Susanne Krämer #Name Ulrike Hebling #Name Walter Mier #Name Annette Altmann #Name Annette Markert #Name Jürgen Debus #Name Uwe Haberkorn #Reference 21209841"
ABJN,"#Name I-Ju Liu #Affiliation Graduate Institute of Life Sciences, National Defense Medical Center, Taipei 114, Taiwan. #Name Chien-Yu Chiu #Name Yun-Ching Chen #Name Han-Chung Wu #Reference 21233208"
ABJO,"#Name Jin-min Sun #Affiliation Department of Pathology,Southern Medical University, Key Laboratory of Molecule Tumor Pathology of Guangdong Province, Guangzhou 510515, China. #Name Chao Zhang #Name Xue-nong Li #Reference 18931708"
ABJP,"#Name Sunny Kumar #Affiliation Department of Pharmaceutical Sciences, College of Pharmacy, South Dakota State University, Brookings, South Dakota 57006, United States. #Name Preety Sahdev #Name Omathanu Perumal #Name Hemachand Tummala #Reference 22452335"
ABJQ,"#Name Feisal Khoushab #Affiliation Phage Display Biotechnology Laboratory, School of Biotechnology, Institute of Agricultural Technology, Suranaree University of Technology, Thailand. #Name Nanthnit Jaruseranee #Name Waraporn Tanthanuch #Name Montarop Yamabhai #Reference 22484444"
ABJR,"#Name Ana Maria Villamil Giraldo #Affiliation Department of Biochemistry, Université de Montréal, C.P. 6128, Succ. Centre-ville, Montréal, QC H3C 3J7, Canada. #Name Durga Sivanesan #Name Anna Carle #Name Athanasios Paschos #Name Mark A Smith #Name Maria Plesa #Name James Coulton #Name Christian Baron #Reference 22515661"
ABJS,"#Name Katica Stojanov #Affiliation Department of Cell Biology, section Membrane Cell Biology, University Medical Center Groningen, University of Groningen, A. Deusinglaan 1, 9713 AV Groningen, The Netherlands. #Name Julia V Georgieva #Name René P Brinkhuis #Name Jan C van Hest #Name Floris P Rutjes #Name Rudi A J O Dierckx #Name Erik F J de Vries #Name Inge S Zuhorn #Reference 22536790"
ABJT,"#Name Wen-Jie Zhang #Affiliation Department of General Surgery, The First Affiliated Hospital of Medical School, Xian Jiaotong University, Xi'an 710061, Shaanxi Province, China. #Name Yan-Xia Sui #Name Arun Budha #Name Jian-Bao Zheng #Name Xue-Jun Sun #Name Ying-Chun Hou #Name Thomas D Wang #Name Shao-Ying Lu #Reference 22563192"
ABJU,"#Name Carola Tilgmann #Affiliation Orion Pharma, R&D, P.O. Box 65, 02101 Espoo, Finland. #Name Piero Pollesello #Name Martti Ovaska #Name Juha Kaivola #Name Jarmo Pystynen #Name Eija Tiainen #Name Marjo Yliperttula #Name Arto Annila #Name Jouko Levijoki #Reference 22578098"
ABJV,"#Name Kun Lu #Affiliation Department of Orthopedics, Nanfang Hospital, Southern Medical University, Guangzhou, China. kunlu11@163.com #Name Yong Jiang #Name Mingqiang Guan #Name Jun Xiao #Name Jian Wang #Name Zhihan Li #Name Zhanjun Shi #Reference 22588916"
ABJW,"#Name Gao Lu #Affiliation Key Laboratory of Human Functional Genomics of Jiangsu Province, Clinical Diabetes Centre of Jiangsu Province, the Department of Biochemistry and Molecular Biology, Nanjing Medical University, Nanjing 210029, Jiangsu, China. #Name Maqing Zheng #Name Yunxia Zhu #Name Min Sha #Name Yue Wu #Name Xiao Han #Reference 22606046"
ABJX,"#Name E M Santos #Affiliation Departamento de Medicina Veterinária Preventiva, Escola de Veterinária, Universidade Federal de Minas Gerais, Belo Horizonte, MG, Brasil. elmaira27@yahoo.com.br #Name R Cardoso #Name G R L Souza #Name L R Goulart #Name M B Heinemann #Name R C Leite #Name J K P Reis #Reference 22653674"
ABJY,"#Name Karen Stanger #Affiliation Department of Early Discovery Biochemistry, Genentech, South San Francisco, California, USA. #Name Micah Steffek #Name Lijuan Zhou #Name Christine D Pozniak #Name Clifford Quan #Name Yvonne Franke #Name Jeff Tom #Name Christine Tam #Name Irina Krylova #Name J Michael Elliott #Name Joseph W Lewcock #Name Yingnan Zhang #Name Jeremy Murray #Name Rami N Hannoush #Reference 22683611"
ABJZ,"#Name Yanhua Zeng #Affiliation Institute of Pathogenic Biology, University of South China, Hengyang, People's Republic of China. #Name Liangzhuan Liu #Name Jun He #Name Yan Liu #Name Cuiming Zhu #Name Xiaoxing You #Name Yimou Wu #Reference 22716192"
ABKA,"#Name Liesbeth Van Nieuwenhove #Affiliation Department of Biomedical Sciences, Institute of Tropical Medicine, Antwerp, Belgium. #Name Philippe Büscher #Name Fatima Balharbi #Name Michael Humbert #Name Tessa Dieltjens #Name Yves Guisez #Name Veerle Lejon #Reference 22720103"
ABKB,"#Name Dirk Rothenstein #Affiliation Institute for Materials Science, University of Stuttgart, 70569 Stuttgart, Germany. dirk.rothenstein@imw.uni-stuttgart.de #Name Birgit Claasen #Name Beatrice Omiecienski #Name Patricia Lammel #Name Joachim Bill #Reference 22720657"
ABKC,"#Name Ke Liu #Affiliation Key Laboratory of Animal Disease Diagnostic & Immunology, Department of Veterinary Medicine College, Nanjing Agricultural University, YiFu 4037, Nanjing, Jiangsu 210095, China. #Name Xiuli Feng #Name Zhiyong Ma #Name Chao Luo #Name Bin Zhou #Name Ruibing Cao #Name Li Huang #Name Denian Miao #Name Ran Pang #Name Danni He #Name Xue Lian #Name Puyan Chen #Reference 22743126"
ABKD,"#Name Bing Du #Affiliation Institute of Biomedical Sciences and School of Life Sciences, East China Normal University, Shanghai, China. #Name Honghui Han #Name Ziqiang Wang #Name Lisha Kuang #Name Lei Wang #Name Liping Yu #Name Miao Wu #Name Zhongliang Zhou #Name Min Qian #Reference 20145035"
ABKE,"#Name Kazuhiko Hashimoto #Affiliation Division of Oral Implants Research, Oral Health Science Center, Tokyo Dental College. #Name Masao Yoshinari #Name Kenichi Matsuzaka #Name Kiyotaka Shiba #Name Takashi Inoue #Reference 22123020"
ABKF,"#Name Siddharth V Patwardhan #Affiliation Interdisciplinary Biomedical Research Centre, School of Science and Technology, Nottingham Trent University, Clifton Lane, Nottingham NG11 8NS, UK. #Name Fateme S Emami #Name Rajiv J Berry #Name Sharon E Jones #Name Rajesh R Naik #Name Olivier Deschaume #Name Hendrik Heinz #Name Carole C Perry #Reference 22435500"
ABKG,"#Name Shahzada Amir #Affiliation Department of Laboratory Medicine, Medical University of Vienna, Vienna, Austria. #Name Karsten Hartvigsen #Name Ayelet Gonen #Name Gregor Leibundgut #Name Xuchu Que #Name Erika Jensen-Jarolim #Name Oswald Wagner #Name Sotirios Tsimikas #Name Joseph L Witztum #Name Christoph J Binder #Reference 22508944"
ABKH,"#Name Yong He #Affiliation Laboratory of Plasma Derivatives, Division of Hematology, Office of Blood Research and Review, Center for Biologics Evaluation and Research, Food and Drug Administration, FDA/CBER/OBRR/DH/LPD, HFM-345, 1401 Rockville Pike, Rockville, MD 20852, USA. #Name Yonggang Wang #Name Evi B Struble #Name Pei Zhang #Name Soma Chowdhury #Name Jennifer L Reed #Name Michael Kennedy #Name Dorothy E Scott #Name Robert W Fisher #Reference 23006741"
ABKI,"#Name Francesco Paduano #Affiliation Dipartimento di Medicina Sperimentale e Clinica, Università ""Magna Græcia"" di Catanzaro, Campus ""S. Venuta"", Catanzaro, Italy. #Name Francesco Ortuso #Name Pietro Campiglia #Name Cinzia Raso #Name Enrico Iaccino #Name Marco Gaspari #Name Eugenio Gaudio #Name Graziella Mangone #Name Alfonso Carotenuto #Name Anna Bilotta #Name Domenico Narciso #Name Camillo Palmieri #Name Valter Agosti #Name Anna Artese #Name Isabel Gomez-Monterrey #Name Marina Sala #Name Giovanni Cuda #Name Rodolfo Iuliano #Name Nicola Perrotti #Name Giuseppe Scala #Name Giuseppe Viglietto #Name Stefano Alcaro #Name Carlo M Croce #Name Ettore Novellino #Name Alfredo Fusco #Name Francesco Trapasso #Reference 22759068"
ABKJ,"#Name J K Scott #Affiliation Department of Molecular Biology and Biochemistry, Simon Fraser University, Burnaby, BC, Canada, V5A 1S6. #Name S F Huang #Name B P Gangadhar #Name G M Samoriski #Name P Clapp #Name R A Gross #Name R Taussig #Name A V Smrcka #Reference 11179221"
ABKK,"#Name Belete A Desimmie #Affiliation Laboratory for Molecular Virology and Gene Therapy, Department of Pharmaceutical and Pharmacological Sciences, K.U.Leuven and IRC Kulak, Flanders, Belgium. #Name Michael Humbert #Name Eveline Lescrinier #Name Jelle Hendrix #Name Sofie Vets #Name Rik Gijsbers #Name Ruth M Ruprecht #Name Ursula Dietrich #Name Zeger Debyser #Name Frauke Christ #Reference 22828501"
ABKL,"#Name Vasileios Askoxylakis #Affiliation Department of Radiation Oncology, University of Heidelberg and German Cancer Research Center, Heidelberg, Germany. vasileios.askoxylakis@med.uni-heidelberg.de #Name Annabell Marr #Name Annette Altmann #Name Annette Markert #Name Walter Mier #Name Jürgen Debus #Name Peter E Huber #Name Uwe Haberkorn #Reference 22791264"
ABKM,"#Name Todd W Costantini #Affiliation Division of Trauma, Surgical Critical Care, and Burns, Department of Surgery, University of California San Diego Health Sciences, San Diego, CA 92103-8896, United States. #Name Brian P Eliceiri #Name James G Putnam #Name Vishal Bansal #Name Andrew Baird #Name Raul Coimbra #Reference 22960048"
ABKN,"#Name Thai Bao Dieu Hien #Affiliation College of Bionanotechnology, Gachon University, Seongnam, 461-701, Republic of Korea. #Name Joon-Ho Maeng #Name Byung Heon Lee #Name Gi Hun Seong #Name Jaebum Choo #Name E K Lee #Reference 22796092"
ABKO,"#Name Bing Li #Affiliation Department of Biology, Medical College of Qingdao University, Qingdao 266021, China. libing_516@yahoo.com.cn #Name Mei-Hua Gao #Name Xian-Ming Chu #Reference 22821302"
ABKP,"#Name J Zhao #Affiliation The Key Laboratory of Veterinary Public Health, Ministry of Agriculture, State Key Laboratory of Veterinary Biotechnology, Harbin Veterinary Research Institute, Chinese Academy of Agricultural Sciences, Harbin 150001, PR China. #Name E C Sun #Name N H Liu #Name T Yang #Name Q Y Xu #Name Y L Qin #Name Y H Yang #Name D L Wu #Reference 22824180"
ABKQ,"#Name Teruhiko Matsubara #Affiliation Department of Biosciences and Informatics, Keio University, 3-14-1 Hiyoshi, Kohoku-ku, Yokohama 223-8522, Japan. #Name Ai Onishi #Name Toshinori Sato #Reference 23000297"
ABKR,"#Name Mohammed Mumtaz Naiyer #Affiliation National Centre for Cell Science, Ganeshkhind, Pune 411007, India. #Name Shipra Saha #Name Vijayshree Hemke #Name Somenath Roy #Name Shailza Singh #Name Krishnasastry V Musti #Name Bhaskar Saha #Reference 23000375"
ABKS,"#Name Shilpakala Sainath Rao #Affiliation Section of Cell Biology, Laboratory of Cellular Hematology, Division of Hematology, Center for Biologics Evaluation and Research, FDA, Bethesda, MD 20892, USA. #Name Ketha V Krishna Mohan #Name Yamei Gao #Name Chintamani D Atreya #Reference 23017232"
ABKT,"#Name Bing Li #Affiliation Department of Biology, Medical College of Qingdao University, 38 Dengzhou Road, Qingdao, 266021, People's Republic China. libing_516@yahoo.com.cn #Name Mei-Hua Gao #Name Xian-Ming Chu #Name Ying-Jie Xu #Name Fan Yang #Reference 22945508"
ABKU,"#Name Adva Mechaly #Affiliation Department of Infectious Diseases, Israel Institute for Biological Research, Ness-Ziona 74100, Israel. #Name Haim Levy #Name Eyal Epstein #Name Ronit Rosenfeld #Name Hadar Marcus #Name Einat Ben-Arie #Name Avigdor Shafferman #Name Arie Ordentlich #Name Ohad Mazor #Reference 22869370"
ABKV,"#Name Huijie Zhang #Affiliation Graduate School of Life Science, Hokkaido University, N10W8, Sapporo, 060-0812, Japan. #Name Tomohiko Yamazaki #Name Chunyi Zhi #Name Nobutaka Hanagata #Reference 22941279"
ABKW,"#Name Magdalena Staniszewska #Affiliation Schepens Eye Research Institute, Massachusetts Eye and Ear Infirmary, Harvard Medical School, Boston, Massachusetts 02114, USA. #Name Xiaolin Gu #Name Carmelo Romano #Name Andrius Kazlauskas #Reference 22661481"
ABKX,"#Name Wadih Arap #Affiliation Department of Genito-Urinary Medical Oncology, The University of Texas M.D. Anderson Cancer Center, Houston, Texas, USA. warap@notes.mdacc.tmc.edu #Name Mikhail G Kolonin #Name Martin Trepel #Name Johanna Lahdenranta #Name Marina Cardó-Vila #Name Ricardo J Giordano #Name Paul J Mintz #Name Peter U Ardelt #Name Virginia J Yao #Name Claudia I Vidal #Name Limor Chen #Name Anne Flamm #Name Heli Valtanen #Name Lisa M Weavind #Name Marshall E Hicks #Name Raphael E Pollock #Name Gregory H Botz #Name Corazon D Bucana #Name Erkki Koivunen #Name Dolores Cahill #Name Patricia Troncoso #Name Keith A Baggerly #Name Rebecca D Pentz #Name Kim-Anh Do #Name Christopher J Logothetis #Name Renata Pasqualini #Reference 11821895"
ABKY,"#Name Yunjiao Zhang #Affiliation Hefei National Laboratory for Physical Sciences at Microscale and School of Life Sciences, University of Science and Technology of China, Hefei, Anhui 230027, China. #Name Fang Zheng #Name Tianlong Yang #Name Wei Zhou #Name Yun Liu #Name Na Man #Name Li Zhang #Name Nan Jin #Name Qingqing Dou #Name Yong Zhang #Name Zhengquan Li #Name Long-Ping Wen #Reference 22797828"
ABKZ,"#Name Jing Wang #Affiliation State Key Laboratory on Integrated Optoelectronics, College of Electronic Science and Engineering, Jilin University, Changchun 130012, P R China. #Name Biao Dong #Name Boting Chen #Name Zhenlong Jiang #Name Hongwei Song #Reference 22868630"
ABLA,"#Name Susan Fong,  Laura V. Doyle,  James J. Devlin,  Michael V. Doyle #Reference 10.1002/ddr.430330203"
ABLB,"#Name C W Stephen #Affiliation Cell Transformation Research Group, University of Dundee, Scotland. #Name D P Lane #Reference 1376364"
ABLC,"#Name A Dybwad #Affiliation Institute of Immunology and Rheumatology, Oslo, Norway. #Name O Førre #Name J Kjeldsen-Kragh #Name J B Natvig #Name M Sioud #Reference 7504991"
ABLD,"#Name R Hoess #Affiliation DuPont-Merck Pharmaceutical Company, Wilmington, DE 19980-0328. #Name U Brinkmann #Name T Handel #Name I Pastan #Reference 7685300"
ABLE,"#Name E N Peletskaya #Affiliation Department of Biochemistry, University of Missouri, Columbia 65211, USA. #Name V V Glinsky #Name G V Glinsky #Name S L Deutscher #Name T P Quinn #Reference 9237904"
ABLF,"#Name D Rajotte #Affiliation Research Center, The Burnham Institute, 10901 North Torrey Pines Road, La Jolla, California 92037, USA. #Name W Arap #Name M Hagedorn #Name E Koivunen #Name R Pasqualini #Name E Ruoslahti #Reference 9664085"
ABLG,"#Name H Depraetere #Affiliation Laboratory for Thrombosis Research, Interdisciplinary Research Center, KU Leuven Campus Kortrijk, Belgium. Hilde.Depraetere@kulak.ac.be #Name A Viaene #Name S Deroo #Name S Vauterin #Name H Deckmyn #Reference 9834225"
ABLH,"#Name M A Burg #Affiliation Cancer Research Center, The Burnham Institute, La Jolla, California 92037, USA. #Name R Pasqualini #Name W Arap #Name E Ruoslahti #Name W B Stallcup #Reference 10383148"
ABLI,"#Name E Koivunen #Affiliation Department of Biosciences, Division of Biochemistry, Viikinkaari 5, University of Helsinki, FIN-00014, Finland. #Name W Arap #Name H Valtanen #Name A Rainisalo #Name O P Medina #Name P Heikkilä #Name C Kantor #Name C G Gahmberg #Name T Salo #Name Y T Konttinen #Name T Sorsa #Name E Ruoslahti #Name R Pasqualini #Reference 10429241"
ABLJ,"#Name J V Frangioni #Affiliation The Division of Hematology/Oncology, Beth Israel Deaconess Medical Center, Boston, MA 02215, USA. #Name L M LaRiccia #Name L C Cantley #Name M R Montminy #Reference 11017047"
