Reference,Date,Author
20476787,2010 Jun 10,"#Name Teruhiko Matsubara #Affiliation Department of Biosciences and Informatics, Keio University, Yokohama 223-8522, Japan. #Name Ai Onishi #Name Tomomi Saito #Name Aki Shimada #Name Hiroki Inoue #Name Takao Taki #Name Kyosuke Nagata #Name Yoshio Okahata #Name Toshinori Sato"
18500833,2008 Jun 01,"#Name Hisao Matsuno #Affiliation Komaba Open Laboratory, The University of Tokyo, 4-6-1 Komaba, Meguro-ku, Tokyo 153-8904, Japan. #Name Jun Sekine #Name Hirofumi Yajima #Name Takeshi Serizawa"
15379530,2004 Sep 28,"#Name Daisuke Kase #Affiliation Department of Protein Engineering, Cancer Institute, Japanese Foundation for Cancer Research, Toshima, Tokyo 170-8455. #Name John L Kulp #Name Masako Yudasaka #Name John Spencer Evans #Name Sumio Iijima #Name Kiyotaka Shiba"
16402784,2006 Jan,"#Name Mark J Pender #Affiliation Air Force Research Laboratory, Materials and Manufacturing Directorate, Wright-Patterson Air Force Base, Ohio 45433-7702, USA. #Name Laura A Sowards #Name Jeffrey D Hartgerink #Name Morley O Stone #Name Rajesh R Naik"
17492699,2007 Jun 18,"#Name Takeshi Serizawa #Affiliation Research Center for Advanced Science and Technology, The University of Tokyo, 4-6-1 Komaba, Meguro-ku, Tokyo 153-8904, Japan. serizawa@bionano.rcast.u-tokyo.ac.jp #Name Prapatsorn Techawanitchai #Name Hisao Matsuno"
7685302,1993 Jun 15,"#Name D Roberts #Affiliation Sandoz Agro Inc., Palo Alto, CA 94303-1104. #Name K Guegler #Name J Winter"
8623148,1996 Mar 27,"#Name D L Kooyman #Affiliation Nextran, Princeton, NJ 08536, USA. #Name S B McClellan #Name W Parker #Name P L Avissar #Name M A Velardo #Name J L Platt #Name J S Logan"
9894906,1998 Dec 01,"#Name M Krook #Affiliation Pure and Applied Biochemistry, Center for Chemistry and Chemical Engineering, Lund University, Sweden. margareta.krook@tbiokem.lth.se #Name K Mosbach #Name O Ramström"
10600340,1999 Dec,"#Name C Jolivet-Reynaud #Affiliation Unité Mixte de Recherche 103, Centre National de la Recherche Scientifique-bioMérieux, 46 Allée d'Italie, Lyon Cedex 07, 69364, France. Colette.Jolivet@ens-bma.cnrs.fr #Name H Perron #Name P Ferrante #Name L Becquart #Name P Dalbon #Name B Mandrand"
10848928,2000 Jul,"#Name F Shakib #Affiliation Division of Molecular and Clinical Immunology, University of Nottingham, Faculty of Medicine & Health Sciences, Nottingham, NG7 2UH, United Kingdom. #Name D S Hooi #Name S J Smith #Name R Furmonaviciene #Name H F Sewell"
11934284,2002 Mar,"#Name Aaron K Sato #Affiliation Dyax Corp., One Kendall Square, Building 600, Suite 623, Cambridge, Massachusetts 02139, USA. asato@dynax.com #Name Daniel J Sexton #Name Lee A Morganelli #Name Edward H Cohen #Name Qi Long Wu #Name Greg P Conley #Name Zoya Streltsova #Name Stan W Lee #Name Mary Devlin #Name Daniel B DeOliveira #Name Jasmin Enright #Name Rachel B Kent #Name Charles R Wescott #Name Tom C Ransohoff #Name Arthur C Ley #Name Robert C Ladner"
12890473,2003 Aug 15,"#Name Jinbiao Zhan #Affiliation Department of Biochemistry, Zhejiang University Medical School, Zhejiang Province, Hangzhou 310006, PR China. jzhan2k@cmm.zju.edu.cn #Name Zheng Xia #Name Linhai Xu #Name Zhikun Yan #Name Keyi Wang"
15472891,2004 Oct,"#Name Karen A Augustine-Rauch #Affiliation Department of Reproductive Toxicology, GlaxoSmithKline Pharmaceuticals, King of Prussia, Pennsylvania, USA. karen.augustine@bms.com #Name Qin J Zhang #Name Jennifer L Leonard #Name Antony Chadderton #Name Michael J Welsh #Name Harshad K Rami #Name Mervyn Thompson #Name Laramie Gaster #Name Patrick J Wier"
15574836,2004 Nov,"#Name Yi-Jiun Chen #Affiliation Department of Life Science and Institute of Bioinformatics and Structural Biology, National Tsing Hua University, Hsinchu 30013, Taiwan, R.O.C. #Name Miin-Feng Wu #Name Yueh-hsiang Yu #Name Ming F Tam #Name Tsai-Yun Lin"
16398491,2006 Jan,"#Name Soo-Kwan Lee #Affiliation Biological Engineering Division, Department of Materials Science and Engineering, Massachusetts Institute of Technology, 77 Massachusetts Avenue, Cambridge, MA 02139, USA. #Name Dong Soo Yun #Name Angela M Belcher"
16413648,2006 Mar 01,"#Name Ting Chen #Affiliation State Key Laboratory of Pharmaceutical Biotechnology, Department of Biochemistry, Nanjing University, Nanjing 210093, China. #Name Jun Cui #Name Yan Liang #Name Xiaoban Xin #Name D Owen Young #Name Chun Chen #Name Pingping Shen"
16599553,2006 Mar,"#Name Yoichi Kumada #Affiliation Department of Bioscience and Biotechnology, Okayama University, 700-8530, Japan. #Name Yasuhide Tokunaga #Name Hiroyuki Imanaka #Name Koreyoshi Imamura #Name Takaharu Sakiyama #Name Shigeo Katoh #Name Kazuhiro Nakanishi"
10.1016/j.molcatb.2003.12.019,2004 Jun,"#Name Takaharu Sakiyama, Shunsuke Ueno, Koreyoshi Imamura, Kazuhiro Nakanishi"
17154206,2007,"#Name Takeshi Serizawa #Affiliation Research Center for Advanced Science and Technology, The University of Tokyo, 4-6-1 Komaba, Meguro-ku, Tokyo 153-8904, Japan. t-serizawa@bionano.rcast.u-tokyo.ac.jp #Name Toshiki Sawada #Name Tatsuki Kitayama"
18485511,2008 Aug,"#Name Wu-Ping Peng #Affiliation Division of Swine Infectious Diseases, National Key Laboratory of Veterinary Biotechnology, Harbin Veterinary Research Institute, The Chinese Academy of Agricultural Sciences, 427 Maduan Street, Harbin 150001, Heilongjiang, China. #Name Qiang Hou #Name Zhao-He Xia #Name Dan Chen #Name Na Li #Name Yuan Sun #Name Hua-Ji Qiu"
18565751,2008 Jul 15,"#Name Soonsil Hyun #Affiliation Department of Chemistry & Education, Seoul National University, San 56-1 Shinlim-dong, Kwanak-ku, Seoul 151-742, Republic of Korea. #Name Eun Hye Lee #Name Jihye Park #Name Jaehoon Yu"
10204780,1999 Apr,"#Name T I Samoylova #Affiliation Scott-Ritchey Research Center, College of Veterinary Medicine, Auburn University, Alabama 36849, USA. #Name B F Smith"
18502181,2008 Aug,"#Name Bo Guo #Affiliation Institute of Immunology, Third Military Medical University, District Shapingba, Chongqing 400038, PR China. #Name Zheng-wei Ma #Name Hua Li #Name Gui-lian Xu #Name Ping Zheng #Name Bo Zhu #Name Yu-Zhang Wu #Name Qiang Zou"
10618196,2000 Jan,"#Name K Kjaergaard #Affiliation Department of Microbiology, Technical University of Denmark, DK-2800 Lyngby, Denmark. #Name J K Sørensen #Name M A Schembri #Name P Klemm"
12565725,2002 Sep 15,"#Name Muriel S Meiring #Affiliation Department of Haematology and Cell Biology, University of the Free State, PO Box 339(G2), Bloemfontein 9300, South Africa. GNHMSMM@med.uovs.ac.za #Name Derek Litthauer #Name Jolan Hársfalvi #Name Veronica van Wyk #Name Philip N Badenhorst #Name Harry F Kotzé"
19255450,2009 Mar 24,"#Name Marzena Pazgier #Affiliation Institute of Human Virology, University of Maryland School of Medicine, 725 West Lombard Street, Baltimore, MD 21201, USA. #Name Min Liu #Name Guozhang Zou #Name Weirong Yuan #Name Changqing Li #Name Chong Li #Name Jing Li #Name Juahdi Monbo #Name Davide Zella #Name Sergey G Tarasov #Name Wuyuan Lu"
9048419,1996 Nov,"#Name K Gebhardt #Affiliation Biotechnology Centre of Oslo, University of Oslo, Norway. #Name V Lauvrak #Name E Babaie #Name V Eijsink #Name B H Lindqvist"
7682645,1993,"#Name G P Smith #Affiliation Division of Biological Sciences, University of Missouri, Columbia 65211. #Name J K Scott"
http://www.neb.com/nebecomm/tech_reference/protein_tools/phdFaq.asp#4.13,0000,#Name unknown
15620878,2005 Jan 15,"#Name Alfredo Menendez #Affiliation Department of Molecular Biology and Biochemistry, Simon Fraser University, Burnaby, BC, Canada V5A 1S6. amenende@sfu.ca #Name Jamie K Scott"
21600948,2011 Jul 18,"#Name Claudia Charles-Niño #Affiliation Instituto de Investigaciones Biomédicas, Universidad Nacional Autónoma de México, AP 70228, Cuidad Universitaria, México, Distrito Federal 04510, Mexico. #Name Cesar Pedroza-Roldan #Name Monica Viveros #Name Goar Gevorkian #Name Karen Manoutcharian"
21763377,2011 Aug,"#Name R A Machado de Avila #Affiliation Departamento de Bioquímica e Imunologia, Instituto de Ciências Biológicas, Universidade Federal de Minas Gerais, CEP 31270-901, Belo Horizonte-MG, Brazil. #Name S Stransky #Name M Velloso #Name P Castanheira #Name F S Schneider #Name E Kalapothakis #Name E F Sanchez #Name C Nguyen #Name F Molina #Name C Granier #Name C Chávez-Olórtegui"
21768392,2011 Aug 02,"#Name Ying-Hua Yang #Affiliation Department of Microbiology and Immunology, University of Maryland School of Medicine, Baltimore, MD 21201, USA. #Name Rajesh Rajaiah #Name Erkki Ruoslahti #Name Kamal D Moudgil"
21781322,2011 Jul 22,"#Name Karlen Gazarian #Affiliation Departamento de Biología Molecular y Biotecnología, Instituto de Investigaciones Biomédicas, Universidad Nacional Autónoma de México (UNAM), México D,F,, Ciudad Universitaria, 04510, México. karlen@servidor.unam.mx. #Name Alvaro Aguilar Setién #Name Tatiana Gazarian #Name Sebastian Aguilar Pierle"
21781994,2011 Oct 30,"#Name Ga Young Lee #Affiliation Department of Biochemistry and Cell Biology, Cell and Matrix Research Institute, School of Medicine, Kyungpook National University, 101 Dongin 2Ga, Jung-Gu, Daegu 700-422, Republic of Korea. #Name Jong-Ho Kim #Name Goo Taeg Oh #Name Byung-Heon Lee #Name Ick Chan Kwon #Name In-San Kim"
21792566,2012 Jun,"#Name Jingwei Li #Affiliation Department of Pharmaceutics, School of Pharmacy, Fudan University, 826 Zhangheng Rd, Shanghai, 201203, People's Republic of China. #Name Qizhi Zhang #Name Zhiqing Pang #Name Yuchen Wang #Name Qingfeng Liu #Name Liangran Guo #Name Xinguo Jiang"
21816124,2011 Sep,"#Name J Hernández-Romano #Affiliation Centro de Investigación sobre Enfermedades Infecciosas, Instituto Nacional de Salud Pública, Avenida Universidad No. 655, Col. Santa María Ahuacatitlán, Cuernavaca, Morelos, CP62508 México. #Name M H Rodríguez #Name V Pando #Name J A Torres-Monzón #Name A Alvarado-Delgado #Name A N Lecona Valera #Name R Argotte Ramos #Name J Martínez-Barnetche #Name M C Rodríguez"
21821708,2011 Sep 29,"#Name Kristiina Aalto #Affiliation MediCity Research Laboratory and Department of Medical Microbiology and Immunology, University of Turku, Turku, Finland. #Name Anu Autio #Affiliation Turku PET Centre, University of Turku, Turku, Finland. #Name Elina A Kiss #Affiliation MediCity Research Laboratory and Department of Medical Microbiology and Immunology, University of Turku, Turku, Finland. #Name Kati Elima #Affiliation MediCity Research Laboratory and Department of Medical Microbiology and Immunology, University of Turku, Turku, Finland. #Name Yvonne Nymalm #Affiliation Structural Bioinformatics Laboratory, Department of Biosciences, Åbo Akademi University, Turku, Finland. #Name Tibor Z Veres #Affiliation MediCity Research Laboratory and Department of Medical Microbiology and Immunology, University of Turku, Turku, Finland. #Name Fumiko Marttila-Ichihara #Affiliation MediCity Research Laboratory and Department of Medical Microbiology and Immunology, University of Turku, Turku, Finland. #Name Heli Elovaara #Affiliation MediCity Research Laboratory and Department of Medical Microbiology and Immunology, University of Turku, Turku, Finland. #Name Tiina Saanijoki #Affiliation Turku PET Centre, University of Turku, Turku, Finland. #Name Paul R Crocker #Affiliation The Wellcome Trust Biocentre, College of Life Sciences, University of Dundee, Dow Street, Dundee DD1 5EH, United Kingdom. #Name Mikael Maksimow #Affiliation MediCity Research Laboratory and Department of Medical Microbiology and Immunology, University of Turku, Turku, Finland. #Name Eva Bligt #Affiliation Structural Bioinformatics Laboratory, Department of Biosciences, Åbo Akademi University, Turku, Finland. #Name Tiina A Salminen #Affiliation Structural Bioinformatics Laboratory, Department of Biosciences, Åbo Akademi University, Turku, Finland. #Name Marko Salmi #Affiliation MediCity Research Laboratory and Department of Medical Microbiology and Immunology, University of Turku, Turku, Finland. #Name Anne Roivainen #Affiliation Turku PET Centre, University of Turku, Turku, Finland. #Name Sirpa Jalkanen #Affiliation MediCity Research Laboratory and Department of Medical Microbiology and Immunology, University of Turku, Turku, Finland."
21821948,2011,"#Name Takayasu Kawasaki #Affiliation Institute of Industrial Science, The University of Tokyo, Meguro-ku, Tokyo, Japan. #Name Kenji Onodera #Name Shunsuke Kamijo"
21829538,2011,"#Name Margaret H Magdesian #Affiliation Institute of Medical Biochemistry, Program in Biochemistry and Cellular Biophysics, Federal University of Rio de Janeiro, Rio de Janeiro, Brazil. magdesian@bioqmed.ufrj.br #Name Matthias Gralle #Name Luiz H Guerreiro #Name Paulo José I Beltrão #Name Milena M V F Carvalho #Name Luís Eduardo da S Santos #Name Fernando G de Mello #Name Ricardo A M Reis #Name Sérgio T Ferreira"
21829599,2011,"#Name Georgia Porto #Affiliation Heart Institute, Instituto do Coração, School of Medicine, University of São Paulo, São Paulo, Brazil. #Name Ricardo J Giordano #Name Luciana C Marti #Name Beatriz Stolf #Name Renata Pasqualini #Name Wadih Arap #Name Jorge Kalil #Name Verônica Coelho"
21856287,2011 Sep 09,"#Name Wei Wang #Affiliation State Key Laboratory of Virology, Wuhan Institute of Virology, Chinese Academy of Sciences, Wuhan, PR China. #Name Yang Liu #Name Xiangyang Zu #Name Rui Jin #Name Gengfu Xiao"
21872636,2011 Oct 19,"#Name J de Moura #Affiliation Departamento de Bioquímica-Imunologia, ICB, UFMG, CP: 486, CEP: 31270-901, Belo Horizonte-MG, Brazil. #Name L Felicori #Name V Moreau #Name G Guimarães #Name C Dias-Lopes #Name L Molina #Name L M Alvarenga #Name P Fernandes #Name F Frézard #Name R R Ribeiro #Name C Fleury #Name C Nguyen #Name F Molina #Name C Granier #Name C Chávez-Olórtegui"
21887228,2011,"#Name Dan Wu #Affiliation Department of Preventive Veterinary Medicine, College of Veterinary Medicine, Northeast Agricultural University, Harbin, China. #Name Guangxing Li #Name Chengfeng Qin #Name Xiaofeng Ren"
21903933,2011 Sep 20,"#Name Tracy Hsu #Affiliation Department of Chemical Engineering, University of California, Santa Barbara, CA 93106, USA. #Name Samir Mitragotri"
21906439,2011 Aug,"#Name Lin Su #Affiliation Institute of Basic Medical Sciences, Beijing, China. #Name Yan Kong #Name Chang-zheng Liu #Name Ke-gong Yang #Name Song-sen Chen"
21926473,2011 Oct 01,"#Name Hayriye V Erkizan #Affiliation Lombardi Comprehensive Cancer Center, Georgetown University, Washington, DC, USA. #Name Lauren J Scher #Name S Ellen Gamble #Name Julie S Barber-Rotenberg #Name Kamal P Sajwan #Name Aykut Üren #Name Jeffrey A Toretsky"
21928455,2011 Nov 04,"#Name Zengyan Wei #Affiliation Department of Chemistry and Biochemistry, City University of New York-Hunter College, 695 Park Avenue, New York, NY 10065, USA. #Name Yoshiaki Maeda #Name Hiroshi Matsui"
21930161,2011 Dec,"#Name Yan Liu #Affiliation Centre of Cell and Molecular Biology Experiment, Xiangya School of Medicine, Central South University (CSU), 410013 Tongzipo Road 172#, Changsha, Hunan, China. #Name Paul J Brindley #Name Qingren Zeng #Name Yuesheng Li #Name Jun Zhou #Name Yuxiao Chen #Name Shenghui Yang #Name Zuping Zhang #Name Biyuan Liu #Name Liting Cai #Name Donald P McManus"
21953453,2011 Nov 18,"#Name William J Placzek #Affiliation Sanford-Burnham Medical Research Institute, La Jolla, California 92037, USA. #Name Mattia Sturlese #Name Bainan Wu #Name Jason F Cellitti #Name Jun Wei #Name Maurizio Pellecchia"
8508960,1993 Jun 15,"#Name B K Kay #Affiliation Department of Biology, University of North Carolina, Chapel Hill 27599-3280. #Name N B Adey #Name Y S He #Name J P Manfredi #Name A H Mataragnon #Name D M Fowlkes"
17975163,2007 Nov 01,"#Name Kira H Brämswig #Affiliation Department of Pathophysiology, Medical University Vienna, Vienna, Austria. #Name Regina Knittelfelder #Name Silke Gruber #Name Eva Untersmayr #Name Angelika B Riemer #Name Krisztina Szalai #Name Reinhard Horvat #Name Robert Kammerer #Name Wolfgang Zimmermann #Name Christoph C Zielinski #Name Otto Scheiner #Name Erika Jensen-Jarolim"
20692225,2010 Dec 15,"#Name William D Thomas #Affiliation Division of Biological Sciences, University of Missouri, Columbia, MO 65211, USA. #Name Miriam Golomb #Name George P Smith"
http://acta.chem-soc.si/56/56-3-712.html,0000,#Name unknown
21764227,2011 Dec 29,"#Name Karlen Gazarian #Affiliation Instituto de Investigaciones Biomédicas, Universidad Nacional Autónoma de México, Ciudad Universitaria, México DF, 04510, Mexico. karlen@servidor.unam.mx #Name Tatiana Gazarian #Name José Iván Sánchez Betancourt #Name Rogelio A Alonso Morales"
21979823,2012 Jul,"#Name Hye-Yeon Park #Affiliation Department of Chemistry, College of Natural Sciences, Hanyang University, Seoul 133-791, Korea. #Name Kyoung-Jin Lee #Name Su-Jae Lee #Name Moon-Young Yoon"
21999821,2011 Nov,"#Name Nam Kyung Lee #Affiliation Laboratory of Animal Cell Biotechnology, Department of Agricultural Biotechnology, Seoul National University, Gwanak-gu, Seoul, Republic of Korea. #Name Hong Shin Kim #Name Kyung Hyun Kim #Name Eun-Bae Kim #Name Chong Su Cho #Name Sang Kee Kang #Name Yun Jaie Choi"
22002548,2012 Mar,"#Name Christina Siebke #Affiliation Moyne Institute for Preventive Medicine, School of Genetics and Microbiology, Trinity College Dublin, College Green, Dublin 2, Ireland. #Name Tharappel C James #Name Robert Cummins #Name Tony O'Grady #Name Elaine Kay #Name Ursula Bond"
